id_pair,tfidf_simil,genre_simil,age_simil,length_simil,collab_simil
"(1, 77)",0.01068878173828125,1.673828125,0.6666666666666667,2.0,1.0139999389648438
"(1, 78)",0.0131378173828125,1.6845703125,0.6666666666666667,2.0,1.0060005187988281
"(1, 79)",0.013916015625,1.767578125,2.0,2.0,1.022003173828125
"(1, 80)",0.00785064697265625,1.8837890625,2.0,2.0,0.9860000610351562
"(1, 81)",0.00376129150390625,2.0,1.3333333333333335,2.0,1.072998046875
"(1, 82)",0.014129638671875,1.419921875,0.6666666666666667,1.0,1.04901123046875
"(1, 83)",0.015716552734375,1.7041015625,2.0,2.0,0.98699951171875
"(1, 84)",0.01386260986328125,1.38671875,2.0,2.0,1.07598876953125
"(1, 85)",0.01201629638671875,1.8837890625,0.6666666666666667,1.0,1.0139999389648438
"(1, 86)",0.01727294921875,1.7041015625,2.0,1.0,1.08099365234375
"(1, 87)",0.01306915283203125,1.8837890625,2.0,2.0,0.9930000305175781
"(1, 88)",0.004741668701171875,1.7119140625,1.3333333333333335,2.0,0.9860000610351562
"(1, 89)",0.01293182373046875,1.662109375,2.0,2.0,1.024993896484375
"(1, 90)",0.013275146484375,1.2265625,2.0,2.0,1.0080032348632812
"(1, 91)",0.01309967041015625,1.7041015625,1.3333333333333335,2.0,1.136962890625
"(1, 92)",0.0105133056640625,1.8837890625,2.0,2.0,1.0080032348632812
"(1, 93)",0.01557159423828125,1.6806640625,2.0,2.0,1.032989501953125
"(1, 94)",0.01534271240234375,1.8837890625,2.0,2.0,1.09197998046875
"(1, 95)",0.01158905029296875,1.4765625,1.3333333333333335,2.0,0.9799957275390625
"(1, 96)",0.01238250732421875,1.84765625,2.0,1.0,0.9770050048828125
"(1, 97)",0.0157623291015625,1.8837890625,2.0,2.0,1.0149993896484375
"(1, 98)",0.00909423828125,0.0,0.0,2.0,1.04998779296875
"(1, 99)",0.01207733154296875,1.666015625,1.3333333333333335,1.0,1.0260009765625
"(2, 0)",0.00440216064453125,1.328125,2.0,2.0,1.375
"(2, 1)",0.01152801513671875,1.548828125,2.0,2.0,1.261962890625
"(2, 2)",2.0,2.0,2.0,2.0,2.0
"(2, 3)",0.00484466552734375,1.501953125,1.3333333333333335,2.0,1.06402587890625
"(2, 4)",0.0102691650390625,1.501953125,0.6666666666666667,1.0,1.04400634765625
"(2, 5)",0.01824951171875,1.017578125,2.0,2.0,1.324951171875
"(2, 6)",0.005710601806640625,1.548828125,1.3333333333333335,2.0,1.0
"(2, 7)",0.010009765625,1.501953125,1.3333333333333335,2.0,1.03399658203125
"(2, 8)",0.0012388229370117188,1.7021484375,2.0,1.0,1.0670166015625
"(2, 9)",0.005512237548828125,1.8681640625,0.6666666666666667,2.0,1.135986328125
"(2, 10)",0.004581451416015625,1.501953125,2.0,2.0,1.0269927978515625
"(2, 11)",0.00513458251953125,1.5146484375,1.3333333333333335,2.0,0.9000244140625
"(2, 12)",0.0154571533203125,1.513671875,1.3333333333333335,1.0,0.947998046875
"(2, 13)",0.005374908447265625,1.44921875,2.0,2.0,1.0830078125
"(2, 14)",0.004199981689453125,1.328125,2.0,2.0,1.135009765625
"(2, 15)",0.016021728515625,1.548828125,2.0,2.0,1.10302734375
"(2, 16)",0.002201080322265625,1.7109375,1.3333333333333335,2.0,1.037994384765625
"(2, 17)",0.0044708251953125,1.328125,2.0,2.0,1.135986328125
"(2, 18)",0.0160369873046875,1.548828125,2.0,2.0,1.11297607421875
"(2, 19)",0.0155181884765625,1.548828125,2.0,2.0,1.0980224609375
"(2, 20)",0.00977325439453125,0.0,2.0,1.0,1.0999755859375
"(2, 21)",0.0024700164794921875,1.7236328125,2.0,2.0,1.0200042724609375
"(2, 22)",0.010528564453125,1.548828125,2.0,2.0,1.1259765625
"(2, 23)",0.00823974609375,1.501953125,1.3333333333333335,2.0,1.0110015869140625
"(2, 24)",0.004505157470703125,0.0,0.0,2.0,1.06402587890625
"(2, 25)",0.006397247314453125,1.1201171875,2.0,2.0,1.14697265625
"(2, 26)",0.0050506591796875,1.501953125,1.3333333333333335,1.0,0.9709930419921875
"(2, 27)",0.005474090576171875,1.1142578125,2.0,1.0,1.1259765625
"(2, 28)",0.006561279296875,0.0,2.0,2.0,1.300048828125
"(2, 29)",0.01268768310546875,1.5615234375,2.0,2.0,1.009002685546875
"(2, 30)",0.002994537353515625,1.5146484375,2.0,1.0,1.1090087890625
"(2, 31)",0.0043792724609375,1.431640625,1.3333333333333335,2.0,1.1400146484375
"(2, 32)",0.00905609130859375,1.84765625,2.0,2.0,1.18603515625
"(2, 33)",0.01050567626953125,1.548828125,2.0,1.0,1.0469970703125
"(2, 34)",0.0132293701171875,1.548828125,2.0,2.0,1.1400146484375
"(2, 35)",0.0178985595703125,1.814453125,0.6666666666666667,2.0,1.1099853515625
"(2, 36)",0.00980377197265625,1.7734375,2.0,2.0,1.20703125
"(2, 37)",0.007198333740234375,1.501953125,2.0,2.0,0.9899978637695312
"(2, 38)",0.0328369140625,1.7177734375,2.0,2.0,1.06298828125
"(2, 39)",0.00940704345703125,1.5146484375,1.3333333333333335,1.0,0.9119873046875
"(2, 40)",0.75927734375,1.953125,2.0,2.0,1.43896484375
"(2, 41)",0.0140838623046875,1.017578125,2.0,2.0,1.258056640625
"(2, 42)",0.72509765625,2.0,2.0,1.0,1.419921875
"(2, 43)",0.0037689208984375,1.451171875,2.0,2.0,1.1240234375
"(2, 44)",0.0025806427001953125,1.46875,1.3333333333333335,2.0,0.92999267578125
"(2, 45)",0.0106353759765625,1.5146484375,1.3333333333333335,2.0,0.93798828125
"(2, 46)",0.49951171875,1.8984375,2.0,1.0,1.385009765625
"(2, 47)",0.01436614990234375,1.501953125,2.0,2.0,1.0570068359375
"(2, 48)",0.006378173828125,1.513671875,0.6666666666666667,2.0,0.954986572265625
"(2, 49)",0.00585174560546875,1.017578125,1.3333333333333335,2.0,1.0780029296875
"(2, 50)",0.00931549072265625,1.44921875,2.0,2.0,0.9770050048828125
"(2, 51)",0.00881195068359375,1.58984375,0.6666666666666667,2.0,1.093017578125
"(2, 52)",0.01031494140625,1.501953125,2.0,2.0,1.11102294921875
"(2, 53)",0.00518035888671875,1.646484375,1.3333333333333335,2.0,0.9169921875
"(2, 54)",0.007595062255859375,1.501953125,1.3333333333333335,1.0,1.0670166015625
"(2, 55)",0.00798797607421875,1.501953125,2.0,2.0,1.0110015869140625
"(2, 56)",0.032958984375,1.501953125,2.0,2.0,1.10101318359375
"(2, 57)",0.00940704345703125,1.5146484375,2.0,2.0,0.962005615234375
"(2, 58)",0.0089569091796875,1.82421875,0.6666666666666667,2.0,0.9899978637695312
"(2, 59)",0.01168060302734375,1.58984375,1.3333333333333335,2.0,1.0050010681152344
"(2, 60)",0.007137298583984375,1.880859375,2.0,2.0,1.2529296875
"(2, 61)",0.07769775390625,1.8681640625,0.6666666666666667,2.0,1.09698486328125
"(2, 62)",0.010223388671875,1.513671875,2.0,2.0,1.1199951171875
"(2, 63)",0.01050567626953125,1.5419921875,2.0,2.0,1.1419677734375
"(2, 64)",0.006137847900390625,1.328125,0.0,2.0,0.968994140625
"(2, 65)",0.005596160888671875,0.0,1.3333333333333335,1.0,1.0139999389648438
"(2, 66)",0.002124786376953125,1.431640625,2.0,2.0,0.944000244140625
"(2, 67)",0.006072998046875,1.501953125,0.6666666666666667,2.0,0.9770050048828125
"(2, 68)",0.0026454925537109375,1.8291015625,2.0,2.0,0.9799957275390625
"(2, 69)",0.016876220703125,1.501953125,1.3333333333333335,2.0,1.0229949951171875
"(2, 70)",0.00853729248046875,1.560546875,2.0,2.0,1.003000259399414
"(2, 71)",0.0106353759765625,1.44921875,2.0,2.0,1.1510009765625
"(2, 72)",0.0062103271484375,1.9140625,1.3333333333333335,2.0,1.035003662109375
"(2, 73)",0.0060577392578125,1.501953125,1.3333333333333335,1.0,1.10400390625
"(2, 74)",0.0047149658203125,1.328125,2.0,2.0,1.18603515625
"(2, 75)",0.004169464111328125,1.5146484375,0.6666666666666667,2.0,1.052001953125
"(2, 76)",0.0027980804443359375,1.017578125,1.3333333333333335,2.0,0.93597412109375
"(2, 77)",0.029296875,1.58984375,0.6666666666666667,2.0,0.9580078125
"(2, 78)",0.025115966796875,1.744140625,0.6666666666666667,2.0,1.03900146484375
"(2, 79)",0.007442474365234375,1.44921875,2.0,2.0,0.9839935302734375
"(2, 80)",0.00847625732421875,1.501953125,2.0,2.0,0.9839935302734375
"(2, 81)",0.005954742431640625,1.548828125,1.3333333333333335,2.0,1.048004150390625
"(2, 82)",0.00670623779296875,1.8681640625,0.6666666666666667,1.0,0.9799957275390625
"(2, 83)",0.00812530517578125,1.5146484375,2.0,2.0,0.905029296875
"(2, 84)",0.01201629638671875,1.8681640625,2.0,2.0,1.26611328125
"(2, 85)",0.008087158203125,1.501953125,0.6666666666666667,1.0,0.983001708984375
"(2, 86)",0.00688934326171875,1.451171875,2.0,1.0,0.97900390625
"(2, 87)",0.0088958740234375,1.501953125,2.0,2.0,1.08502197265625
"(2, 88)",0.0032787322998046875,1.5556640625,1.3333333333333335,2.0,0.92901611328125
"(2, 89)",0.0003745555877685547,1.662109375,2.0,2.0,1.04400634765625
"(2, 90)",0.0120697021484375,1.841796875,2.0,2.0,0.9770050048828125
"(2, 91)",0.01543426513671875,1.451171875,1.3333333333333335,2.0,1.04400634765625
"(2, 92)",0.00974273681640625,1.501953125,2.0,2.0,1.022003173828125
"(2, 93)",0.012939453125,1.328125,2.0,2.0,0.98699951171875
"(2, 94)",0.01024627685546875,1.501953125,2.0,2.0,1.1610107421875
"(2, 95)",0.0103759765625,1.8681640625,1.3333333333333335,2.0,0.95001220703125
"(2, 96)",0.006450653076171875,1.560546875,2.0,1.0,0.9969997406005859
"(2, 97)",0.006679534912109375,1.501953125,2.0,2.0,1.0200042724609375
"(2, 98)",0.005512237548828125,0.0,0.0,2.0,0.959014892578125
"(2, 99)",0.005859375,1.5146484375,1.3333333333333335,1.0,0.9169921875
"(3, 0)",0.00705718994140625,1.5166015625,1.3333333333333335,2.0,1.1739501953125
"(3, 1)",0.00992584228515625,1.8837890625,1.3333333333333335,2.0,1.1629638671875
"(3, 2)",0.00484466552734375,1.501953125,1.3333333333333335,2.0,1.06402587890625
"(3, 3)",2.0,2.0,2.0,2.0,2.0
"(3, 4)",0.07525634765625,2.0,1.3333333333333335,1.0,1.412109375
"(3, 5)",0.008270263671875,1.3759765625,1.3333333333333335,2.0,1.18505859375
"(3, 6)",0.007526397705078125,1.8837890625,2.0,2.0,1.11199951171875
"(3, 7)",0.01320648193359375,1.685546875,2.0,2.0,1.362060546875
"(3, 8)",0.0028076171875,1.685546875,1.3333333333333335,1.0,1.09698486328125
"(3, 9)",0.00467681884765625,1.4765625,1.3333333333333335,2.0,1.2509765625
"(3, 10)",0.00731658935546875,1.6416015625,1.3333333333333335,2.0,1.262939453125
"(3, 11)",0.00939178466796875,1.6669921875,2.0,2.0,1.175048828125
"(3, 12)",0.006622314453125,1.8671875,2.0,1.0,1.2080078125
"(3, 13)",0.0101470947265625,1.767578125,1.3333333333333335,2.0,1.18994140625
"(3, 14)",0.004730224609375,1.5009765625,1.3333333333333335,2.0,0.98199462890625
"(3, 15)",0.009735107421875,1.8837890625,1.3333333333333335,2.0,1.06402587890625
"(3, 16)",0.00974273681640625,1.671875,2.0,2.0,1.1199951171875
"(3, 17)",0.01052093505859375,1.5009765625,1.3333333333333335,2.0,0.9639892578125
"(3, 18)",0.0118255615234375,1.8837890625,1.3333333333333335,2.0,1.016998291015625
"(3, 19)",0.0181732177734375,1.71484375,1.3333333333333335,2.0,1.024993896484375
"(3, 20)",0.0100555419921875,0.0,1.3333333333333335,1.0,1.032012939453125
"(3, 21)",0.006534576416015625,1.705078125,1.3333333333333335,2.0,1.04998779296875
"(3, 22)",0.00638580322265625,1.8837890625,1.3333333333333335,2.0,1.037994384765625
"(3, 23)",0.01189422607421875,2.0,2.0,2.0,1.2509765625
"(3, 24)",0.006786346435546875,0.0,0.6666666666666667,2.0,1.2049560546875
"(3, 25)",0.0080108642578125,1.435546875,1.3333333333333335,2.0,1.217041015625
"(3, 26)",0.010833740234375,2.0,2.0,1.0,1.287109375
"(3, 27)",0.0066375732421875,1.46484375,1.3333333333333335,1.0,1.2340087890625
"(3, 28)",0.0079498291015625,0.0,1.3333333333333335,2.0,0.941986083984375
"(3, 29)",0.0066375732421875,1.6640625,1.3333333333333335,2.0,1.08599853515625
"(3, 30)",0.015869140625,1.6865234375,1.3333333333333335,1.0,1.135009765625
"(3, 31)",0.016510009765625,1.572265625,2.0,2.0,1.1820068359375
"(3, 32)",0.0103912353515625,1.2939453125,1.3333333333333335,2.0,1.1719970703125
"(3, 33)",0.0174713134765625,1.71484375,1.3333333333333335,1.0,1.09002685546875
"(3, 34)",0.00821685791015625,1.8837890625,1.3333333333333335,2.0,1.042999267578125
"(3, 35)",0.0106048583984375,1.515625,1.3333333333333335,2.0,1.278076171875
"(3, 36)",0.01548004150390625,1.0859375,1.3333333333333335,2.0,1.07000732421875
"(3, 37)",0.006610870361328125,2.0,1.3333333333333335,2.0,1.1259765625
"(3, 38)",0.01154327392578125,1.4130859375,1.3333333333333335,2.0,1.114013671875
